respondentid,political_views,trust_in_press,online_paid_access,impression_with_access_to_data,trump_as_president,age,gender,income,us_region,startdate,enddate,new_york_times,wall_street_journal,usa_today,washington_post,fox_news,breitbart,cnn,buzzfeed,huffington_post,time,us_news_and_world_report,other
6172795418,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,1,0,0
6172795194,Moderate,None At All,No,Increase Trust,Somewhat Approve,60+,Female,"$100,000-$124,999",Mountain,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6172794871,Conservative,None At All,No,No Change,Strongly Approve,45-59,Female,"$125,000-$149,999",East North Central,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6172794113,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,45-59,Female,"$50,000-$74,999",New England,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,1,1,0,0
6172793953,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,60+,Female,"$50,000-$74,999",West South Central,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,0,1,0
6172793952,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,1,0
6172793036,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Male,"$50,000-$74,999",New England,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172792947,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Female,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,1,0,0,0,0,0,0
6172792650,Very Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Female,"$200,000 & up",East North Central,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,Eclectablog
6172792444,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,"Mother Jones, Foreign Affairs"
6172792187,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,60+,Female,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172792118,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$100,000-$124,999",New England,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,1,0
6172792012,Conservative,None At All,No,Increase Trust,Somewhat Approve,45-59,Male,"$50,000-$74,999",New England,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,1,0,1,0
6172791968,Liberal,None At All,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",New England,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,All news sites have their own agenda and skew the material to their point of view 
6172791139,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,NPR
6172790273,Moderate,Great Deal,No,No Change,Strongly Disapprove,45-59,Female,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,0,0,1,0
6172790040,Conservative,Fair Amount,No,No Change,Somewhat Disapprove,60+,Female,Prefer Not To Answer,West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,no way to trust them anymore!!
6172789092,Very Conservative,None At All,Yes,Increase Trust,Strongly Approve,60+,Male,"$100,000-$124,999",South Atlantic,2017-04-28,2017-04-28,0,1,1,0,1,0,0,0,0,0,0,"Newsmax, and The Week."
6172788386,Liberal,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,1,0,1,1,0,0,1,0,1,0,0,"Pro publica, NPR"
6172787570,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,18-29,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,Abc news 
6172786974,Moderate,None At All,No,No Change,Somewhat Approve,60+,Male,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6172786844,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,0,1,0,1,0,0,1,1,0,1,1,0
6172786727,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,45-59,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,The media is censored and we do not get the real story
6172786201,Very Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,18-29,Female,"$0-$9,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,1,1,0,0
6172786025,Moderate,None At All,No,Increase Trust,Somewhat Approve,60+,Male,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172785566,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,1,0,1,1,0,0,1,0,0,0,0,"NPR, BBC"
6172784369,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,1,0,0
6172783959,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Female,"$10,000-$24,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,1,0,0,0
6172783710,Liberal,Not Very Much,Yes,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,1,0,0
6172783673,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,60+,Female,Prefer Not To Answer,South Atlantic,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6172782980,Liberal,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Male,"$50,000-$74,999",0,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,0,0
6172782886,Liberal,Fair Amount,No,No Change,Strongly Approve,60+,Female,"$10,000-$24,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172782459,Moderate,Fair Amount,Yes,No Change,Strongly Disapprove,60+,Male,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,0,1,1,0,0,0,0,0,0,1,1,0
6172781912,Moderate,Not Very Much,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$125,000-$149,999",East North Central,2017-04-28,2017-04-28,0,1,0,1,0,0,0,0,0,0,0,0
6172780919,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Female,"$100,000-$124,999",East South Central,2017-04-28,2017-04-28,1,1,1,1,0,0,0,0,0,1,1,PBS Newshour
6172780764,Moderate,Not Very Much,No,No Change,Somewhat Approve,45-59,Female,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,0
6172780376,Moderate,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Female,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172779884,Liberal,Fair Amount,No,Decrease Trust,Strongly Disapprove,45-59,Female,"$200,000 & up",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172779536,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,Prefer Not To Answer,New England,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,1,msnbc
6172778632,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,1,1,0,0
6172777989,Liberal,Fair Amount,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$175,000-$199,999",Pacific,2017-04-28,2017-04-28,1,0,1,1,1,0,1,0,0,1,0,0
6172777354,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Male,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,1,1,1,1,1,0,1,0,0,1,1,0
6172776999,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,1,KPCC public radio
6172776177,Conservative,Fair Amount,No,No Change,Somewhat Approve,45-59,Female,Prefer Not To Answer,South Atlantic,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,0
6172776152,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172775360,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,1,0,0,0,0,1,0,0,0
6172775130,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,1,1,0
6172774640,Conservative,None At All,No,Increase Trust,Strongly Approve,30-44,Male,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172774449,Conservative,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$125,000-$149,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"ABCnews.com, Fort Worth Star-Telegram"
6172774442,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,1,0
6172774175,Liberal,Fair Amount,No,Decrease Trust,Strongly Disapprove,18-29,Female,Prefer Not To Answer,Mountain,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172773202,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,1,1,1,0,0,0,0,0,0,1,0,0
6172772925,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$75,000-$99,999",Mountain,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,0,0
6172771596,Moderate,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,1,0,0,1,0,0,0,0,0
6172770634,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,1,0,0
6172770384,Conservative,None At All,No,No Change,Strongly Approve,45-59,Female,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172770319,Conservative,Fair Amount,No,Increase Trust,Somewhat Disapprove,60+,Female,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,1,0
6172770269,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,0
6172770204,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$175,000-$199,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,0,0
6172770034,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,0
6172769319,Very Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,18-29,Male,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,0,0
6172768981,Moderate,Fair Amount,No,Decrease Trust,Strongly Disapprove,18-29,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,1,0,0
6172768825,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Female,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,0,0,0,1,0,0,0,0,0,0,0,0
6172768769,Liberal,Not Very Much,No,No Change,Strongly Disapprove,30-44,Female,Prefer Not To Answer,New England,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,1,0,0
6172768531,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$75,000-$99,999",West South Central,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,1,0,The Daily Show
6172768304,Moderate,Great Deal,No,Increase Trust,Somewhat Disapprove,60+,Female,"$10,000-$24,999",New England,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,1,1,0,0
6172768168,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$200,000 & up",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,Npr
6172767226,Very Liberal,None At All,No,No Change,Somewhat Approve,18-29,Female,Prefer Not To Answer,New England,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,0,0
6172766652,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,1,0,1,1,0,0,1,0,1,1,0,0
6172765743,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Male,"$200,000 & up",East North Central,2017-04-28,2017-04-28,0,1,0,0,0,0,1,0,0,0,0,0
6172765652,Moderate,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,1,0,0,1,0,0,0,0,0
6172765530,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,45-59,Male,"$125,000-$149,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,The Economist
6172764206,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$200,000 & up",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6172764008,Conservative,Fair Amount,No,No Change,Strongly Disapprove,60+,Male,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172763723,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,BBC News
6172763461,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$100,000-$124,999",South Atlantic,2017-04-28,2017-04-28,0,1,0,1,0,0,1,0,1,1,1,0
6172762872,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,0,0,CBS
6172760846,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,1,0,0,OPB
6172760453,Liberal,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,60+,Male,Prefer Not To Answer,New England,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,1,0
6172759644,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,1,0
6172759372,Moderate,None At All,No,No Change,Somewhat Disapprove,18-29,Female,"$0-$9,999",West South Central,2017-04-28,2017-04-28,0,0,1,0,1,0,0,0,0,0,1,0
6172758448,Very Liberal,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Male,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,Reason Magazine
6172758355,Conservative,Fair Amount,Yes,Increase Trust,Somewhat Approve,60+,Female,"$50,000-$74,999",West North Central,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6172758068,Very Conservative,Not Very Much,No,No Change,Strongly Approve,60+,Female,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172757223,Conservative,None At All,No,Increase Trust,Somewhat Approve,45-59,Female,"$50,000-$74,999",New England,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172756541,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$100,000-$124,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172755697,Very Conservative,None At All,No,No Change,Strongly Approve,45-59,Male,"$75,000-$99,999",West South Central,2017-04-28,2017-04-28,0,0,0,1,1,1,0,0,0,0,0,0
6172755087,Conservative,None At All,No,Increase Trust,Strongly Approve,45-59,Female,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,0
6172754608,Moderate,Great Deal,No,Increase Trust,Strongly Disapprove,45-59,Female,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,0,1,1,0,0,0,1,0,0,1,1,0
6172754580,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,60+,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,1,0
6172754541,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6172753828,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Female,"$200,000 & up",East South Central,2017-04-28,2017-04-28,0,1,1,0,0,0,0,0,0,0,0,0
6172753587,Conservative,Not Very Much,Yes,Increase Trust,Somewhat Approve,18-29,Female,"$0-$9,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172752922,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",New England,2017-04-28,2017-04-28,1,1,0,0,0,0,1,0,1,0,0,0
6172752915,Very Conservative,Not Very Much,No,No Change,Strongly Approve,60+,Female,"$125,000-$149,999",East South Central,2017-04-28,2017-04-28,0,1,0,0,1,1,0,0,0,0,0,0
6172752892,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,60+,Female,"$150,000-$174,999",Pacific,2017-04-28,2017-04-28,0,1,0,0,0,1,0,0,0,0,1,0
6172752634,Moderate,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,45-59,Female,"$200,000 & up",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,1,Slate and politico
6172752505,Very Liberal,None At All,No,Increase Trust,Strongly Disapprove,45-59,Male,"$10,000-$24,999",Mountain,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6172751088,Moderate,Not Very Much,Yes,No Change,Somewhat Approve,45-59,Female,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,1,1,1,0,0,0,0,0,0,1,0,0
6172750272,Conservative,Not Very Much,No,No Change,Strongly Approve,30-44,Female,"$0-$9,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172749887,Moderate,Not Very Much,No,Decrease Trust,Somewhat Disapprove,30-44,Female,Prefer Not To Answer,South Atlantic,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6172749399,Moderate,Not Very Much,Yes,Increase Trust,Somewhat Approve,60+,Male,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6172748834,Moderate,Not Very Much,No,No Change,Somewhat Disapprove,30-44,Female,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,NPR
6172748754,Very Conservative,None At All,No,Decrease Trust,Strongly Approve,60+,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,1,0
6172748548,Liberal,Fair Amount,No,Decrease Trust,Strongly Disapprove,45-59,Male,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,0,0,1,News and Guts (Dan Rather)
6172748458,Moderate,Not Very Much,Yes,Increase Trust,Somewhat Approve,18-29,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,1,0,1,0,0,1,0,0,0,0,0
6172747725,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Female,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,0
6172746000,Liberal,Fair Amount,No,No Change,Somewhat Disapprove,60+,Male,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172745425,Moderate,Not Very Much,No,No Change,Somewhat Disapprove,60+,Male,Prefer Not To Answer,New England,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,Bloomberg
6172745295,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$125,000-$149,999",West North Central,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,0
6172745242,Moderate,None At All,Yes,No Change,Somewhat Approve,60+,Female,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,1,0,0,0
6172743868,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,0,0,1,0,0,0,1,0,1,0,0,0
6172743627,Conservative,Fair Amount,No,No Change,Somewhat Disapprove,18-29,Female,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,1,0,1,0,0,0,1,0,0,1,0,0
6172743097,Moderate,None At All,No,Increase Trust,Somewhat Approve,60+,Male,Prefer Not To Answer,New England,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,bills bar and tap room
6172743009,Moderate,Not Very Much,No,No Change,Somewhat Disapprove,60+,Male,"$150,000-$174,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6172742598,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Female,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,Rublic Radio WNYC
6172742503,Very Conservative,None At All,Yes,Increase Trust,Somewhat Approve,18-29,Female,"$75,000-$99,999",Mountain,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6172742353,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,0
6172742226,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172741221,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,1,0,0,0,0,0,0,1,0,0
6172740875,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,30-44,Female,"$25,000-$49,999",New England,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,1,1,0
6172740661,Moderate,Fair Amount,No,No Change,Somewhat Approve,45-59,Female,Prefer Not To Answer,New England,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172740352,Moderate,Fair Amount,No,Decrease Trust,Somewhat Disapprove,18-29,Male,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6172740295,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,1,0,0
6172740019,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,"MSNBC, BBC WORLD, PBS, Los Angeles Times"
6172739966,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,0,1,0,0,0,0,0,0,0,0
6172739725,Liberal,Not Very Much,Yes,Increase Trust,Somewhat Approve,60+,Male,"$175,000-$199,999",Pacific,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6172739337,Moderate,Fair Amount,No,No Change,Strongly Disapprove,60+,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,1,0
6172739320,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Female,"$200,000 & up",New England,2017-04-28,2017-04-28,1,0,1,0,0,0,1,0,0,0,1,0
6172739167,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Male,"$100,000-$124,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,0,0,0,0,1,0,0,0,NPR
6172739081,Moderate,Great Deal,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,0,0,0,0
6172738886,Conservative,None At All,No,Increase Trust,Strongly Approve,60+,Male,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6172738611,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,New England,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,0,0
6172738250,Moderate,Fair Amount,No,Decrease Trust,Somewhat Approve,45-59,Male,"$10,000-$24,999",Mountain,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,1,0,0,0
6172738174,Moderate,Fair Amount,No,No Change,Somewhat Disapprove,60+,Male,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,abc news
6172737316,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,1,0
6172736882,Conservative,Not Very Much,No,No Change,Strongly Approve,45-59,Female,"$100,000-$124,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,OAN
6172736789,Moderate,Great Deal,Yes,No Change,Strongly Disapprove,45-59,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172736497,Moderate,Not Very Much,Yes,Increase Trust,Strongly Disapprove,60+,Female,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,1,0,1,1,0,0,1,0,0,0,0,0
6172736368,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,1,0,0,0,0,0,0,0,"Village Voice, The Independent"
6172735571,Moderate,Fair Amount,No,Increase Trust,Strongly Approve,45-59,Male,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
